name,display_name,version,category,technical_category,author,summary,description,depends,auto_install,installable,application,path,manifest_file
l10n_latam_invoice_document,LATAM Document,1.0,Third-Party,Accounting/Localizations,ADHOC SA,LATAM Document Types,"
Functional
----------

In some Latinamerica countries, including Argentina and Chile, some accounting transactions like invoices and vendor bills are classified by a document types defined by the gov","account, account_debit_note",False,True,False,addons/l10n_latam_invoice_document,__manifest__.py
sale_purchase,Sale Purchase,1.0,Third-Party,Hidden,Unknown,Sale based on service outsourcing.,"
Allows the outsourcing of services. This module allows one to sell services provided
by external providers and will automatically generate purchase orders directed to the service seller.
    ","sale, purchase",True,True,False,addons/sale_purchase,__manifest__.py
l10n_us,United States - Accounting,1.1,Third-Party,Accounting/Localizations/Account Charts,Unknown,,"
United States - Chart of accounts.
==================================
    ",l10n_generic_coa,False,True,False,addons/l10n_us,__manifest__.py
resource,Resource,1.1,Third-Party,Hidden,Unknown,,"
Module for resource management.
===============================

A resource represent something that can be scheduled (a developer on a task or a
work center on manufacturing orders). This module man","base, web",False,True,False,addons/resource,__manifest__.py
l10n_at,Austria - Accounting,3.0,Third-Party,Accounting/Localizations/Account Charts,"WT-IO-IT GmbH, Wolfgang Taferner",Austrian Standardized Charts & Tax,"

Austrian charts of accounts (Einheitskontenrahmen 2010).
==========================================================

    * Defines the following chart of account templates:
        * Austrian Genera","account, base_iban, base_vat",False,True,False,addons/l10n_at,__manifest__.py
pos_coupon,Point of Sale Coupons,1.0,Third-Party,Sales/Point Of Sale,Unknown,Use coupons in Point of Sale,,"coupon, point_of_sale",False,True,False,addons/pos_coupon,__manifest__.py
website_sale_coupon_delivery,Free Delivery with Coupon on eCommerce,1.0,Third-Party,Website/Website,Unknown,Allows to offer free shippings in coupon reward on eCommerce,Allows to offer free shippings in coupon reward on eCommerce,"website_sale_delivery, sale_coupon_delivery",True,True,False,addons/website_sale_coupon_delivery,__manifest__.py
mass_mailing_event,Mass mailing on attendees,1.0,Third-Party,Hidden,Unknown,,"
Mass mail event attendees
=========================

Bridge module adding UX requirements to ease mass mailing of event attendees.
        ","event, mass_mailing",True,True,False,addons/mass_mailing_event,__manifest__.py
hr_skills,Skills Management,1.0,Third-Party,Human Resources/Employees,Unknown,"Manage skills, knowledge and resumé of your employees","
Skills and Resumé for HR
========================

This module introduces skills and resumé management for employees.
        ",hr,False,True,True,addons/hr_skills,__manifest__.py
delivery,Delivery Costs,1.0,Third-Party,Inventory/Delivery,Unknown,,"
Allows you to add delivery methods in sale orders and picking.
==============================================================

You can define your own carrier for prices. When creating
invoices from ","sale_stock, sale_management",False,True,False,addons/delivery,__manifest__.py
l10n_multilang,Multi Language Chart of Accounts,1.1,Third-Party,Accounting/Localizations,Unknown,,"
    * Multi language support for Chart of Accounts, Taxes, Tax Codes, Journals,
      Accounting Templates, Analytic Chart of Accounts and Analytic Journals.
    * Setup wizard changes
        - Copy",account,False,True,False,addons/l10n_multilang,__manifest__.py
l10n_fr_pos_cert,France - VAT Anti-Fraud Certification for Point of Sale (CGI 286 I-3 bis),1.0,Third-Party,Accounting/Localizations/Point of Sale,Unknown,,"
This add-on brings the technical requirements of the French regulation CGI art. 286, I. 3° bis that stipulates certain criteria concerning the inalterability, security, storage and archiving of data ","l10n_fr, point_of_sale",True,True,False,addons/l10n_fr_pos_cert,__manifest__.py
sale_coupon,Sale Coupon,1.0,Third-Party,Sales/Sales,Unknown,Use discount coupons in sales orders,Integrate coupon mechanism in sales orders.,"coupon, sale",False,True,False,addons/sale_coupon,__manifest__.py
base_import,Base import,2.0,Third-Party,Hidden/Tools,Unknown,,"
New extensible file import for Odoo
======================================

Re-implement Odoo's file import system:

* Server side, the previous system forces most of the logic into the
  client whic",web,True,True,False,addons/base_import,__manifest__.py
website_payment,Website Payment,1.0,Third-Party,Hidden,Unknown,Payment integration with website,"
This is a bridge module that adds multi-website support for payment acquirers.
    ","website, payment, portal",True,True,False,addons/website_payment,__manifest__.py
mass_mailing_event_track,Mass mailing on track speakers,1.0,Third-Party,Hidden,Unknown,,"
Mass mail event track speakers
==============================

Bridge module adding UX requirements to ease mass mailing of event track speakers.
        ","website_event_track, mass_mailing",True,True,False,addons/mass_mailing_event_track,__manifest__.py
l10n_in_upi,Indian - UPI,1.0,Third-Party,Accounting/Localizations,Unknown,,"
Invoice with UPI QR code
=========================
This module adds QR code in invoice report for UPI payment allowing to make payment via any UPI app.

To print UPI Qr code add UPI id in company and",l10n_in,True,True,False,addons/l10n_in_upi,__manifest__.py
l10n_ro,Romania - Accounting,1.0,Third-Party,Accounting/Localizations/Account Charts,Fekete Mihai (NextERP Romania SRL),,"
This is the module to manage the Accounting Chart, VAT structure, Fiscal Position and Tax Mapping.
It also adds the Registration Number for Romania in Odoo.
==========================================","account, base_vat",False,True,False,addons/l10n_ro,__manifest__.py
pos_cache,pos_cache,1.0,Third-Party,Sales/Point of Sale,Unknown,Enable a cache on products for a lower POS loading time.,"
This creates a product cache per POS config. It drastically lowers the
time it takes to load a POS session with a lot of products.
    ",point_of_sale,False,True,False,addons/pos_cache,__manifest__.py
purchase_requisition,Purchase Agreements,0.1,Third-Party,Inventory/Purchase,Unknown,,"
This module allows you to manage your Purchase Agreements.
===========================================================

Manage calls for tenders and blanket orders. Calls for tenders are used to get
",purchase,False,True,False,addons/purchase_requisition,__manifest__.py
l10n_sa,Saudi Arabia - Accounting,2.0,Third-Party,Accounting/Localizations/Account Charts,DVIT.ME,,"
Odoo Arabic localization for most arabic countries and Saudi Arabia.

This initially includes chart of accounts of USA translated to Arabic.

In future this module will include some payroll rules for","account, l10n_multilang",False,True,False,addons/l10n_sa,__manifest__.py
mass_mailing_sale_sms,Mass mailing sms on sale orders,1.0,Third-Party,Hidden,Unknown,Add sale order info on mass mailing sms,Mass mailing sms on sale orders,"mass_mailing_sale, mass_mailing_sms",True,True,False,addons/mass_mailing_sale_sms,__manifest__.py
purchase_mrp,Purchase and MRP Management,1.0,Third-Party,Inventory/Purchase,Unknown,,"
This module provides facility to the user to install mrp and purchase modules at a time.
========================================================================================

It is basically used","mrp, purchase_stock",True,True,False,addons/purchase_mrp,__manifest__.py
calendar,Calendar,1.1,Third-Party,Productivity/Calendar,Unknown,Schedule employees' meetings,"
This is a full-featured calendar system.
========================================

It supports:
------------
    - Calendar of events
    - Recurring events

If you need to manage your meetings, you ","base, mail",False,True,True,addons/calendar,__manifest__.py
contacts,Contacts,15.0.1.0.0,Third-Party,Sales/CRM,Unknown,Centralize your address book,"
This module gives you a quick view of your contacts directory, accessible from your home page.
You can track your vendors, customers and other contacts.
","base, mail",False,True,True,addons/contacts,__manifest__.py
l10n_generic_coa,Generic - Accounting,1.1,Third-Party,Accounting/Localizations/Account Charts,Unknown,,"
This is the base module to manage the generic accounting chart in Odoo.
==============================================================================

Install some generic chart of accounts.
    ",account,False,True,False,addons/l10n_generic_coa,__manifest__.py
l10n_sg,Singapore - Accounting,2.1,Third-Party,Accounting/Localizations/Account Charts,Tech Receptives,,"
Singapore accounting chart and localization.
=======================================================

This module add, for accounting:
 - The Chart of Accounts of Singapore
 - Field UEN (Unique Entit","base, account",False,True,False,addons/l10n_sg,__manifest__.py
google_drive,Google Drive™ integration,0.2,Third-Party,Productivity,Unknown,,"
Integrate google document to Odoo record.
============================================

This module allows you to integrate google documents to any of your Odoo record quickly and easily using OAuth ","base_setup, google_account",False,True,False,addons/google_drive,__manifest__.py
l10n_lu,Luxembourg - Accounting,2.1,Core,Accounting/Localizations/Account Charts,"OpenERP SA, ADN, ACSONE SA/NV",,"
This is the base module to manage the accounting chart for Luxembourg.
======================================================================

    * the Luxembourg Official Chart of Accounts (law of ","account, base_iban, base_vat, l10n_multilang",False,True,False,addons/l10n_lu,__manifest__.py
l10n_cz,Czech - Accounting,1.0,Third-Party,Accounting/Localizations/Account Charts,26HOUSE,,"
Czech accounting chart and localization.  With Chart of Accounts with taxes and basic fiscal positions.

Tento modul definuje:

- Českou účetní osnovu za rok 2020

- Základní sazby pro DPH z prodeje ","account, base_iban, base_vat",False,True,False,addons/l10n_cz,__manifest__.py
l10n_eg,Egypt - Accounting,1.0,Core,Accounting/Localizations/Account Charts,Odoo SA,,"
This is the base module to manage the accounting chart for Egypt in Odoo.
==============================================================================
    ","account, l10n_multilang",False,True,False,addons/l10n_eg,__manifest__.py
sale_quotation_builder,Quotation Builder,1.0,Third-Party,Sales/Sales,Unknown,Build great quotation templates,Design great quotation templates with building blocks to significantly boost your success rate.,"website, sale_management, website_mail",False,True,False,addons/sale_quotation_builder,__manifest__.py
event_booth_sale,Events Booths Sales,1.0,Third-Party,Marketing/Events,Unknown,Manage event booths sale,"
Sell your event booths and track payments on sale orders.
    ","event_booth, event_sale",True,True,False,addons/event_booth_sale,__manifest__.py
project,Project,1.2,Third-Party,Services/Project,Unknown,Organize and plan your projects,,"analytic, base_setup, mail, portal, rating, resource, web, web_tour, digest",False,True,True,addons/project,__manifest__.py
hr_expense,Expenses,2.0,Third-Party,Human Resources/Expenses,Unknown,"Submit, validate and reinvoice employee expenses","
Manage expenses by Employees
============================

This application allows you to manage your employees' daily expenses. It gives you access to your employees’ fee notes and give you the righ","hr_contract, account, web_tour",False,True,True,addons/hr_expense,__manifest__.py
website_google_map,Google Maps,1.0,Third-Party,Website/Website,Unknown,Show your company address on Google Maps,"
Show your company address/partner address on Google Maps. Configure an API key in the Website settings.
    ","base_geolocalize, website_partner",False,True,False,addons/website_google_map,__manifest__.py
l10n_in_purchase_stock,India Purchase and Warehouse Management,1.0,Core,Accounting/Localizations/Purchase,Odoo,"
        Define default purchase journal on the warehouse","
        Define default purchase journal on the warehouse,
        help you to choose correct purchase journal on the purchase order when
        you change the picking operation.
        useful when ","l10n_in_purchase, l10n_in_stock",True,True,False,addons/l10n_in_purchase_stock,__manifest__.py
point_of_sale,Point of Sale,1.0.1,Third-Party,Sales/Point of Sale,Unknown,User-friendly PoS interface for shops and restaurants,,"stock_account, barcodes, web_editor, digest",False,True,True,addons/point_of_sale,__manifest__.py
iap,In-App Purchases,1.1,Third-Party,Hidden/Tools,Unknown,Basic models and helpers to support In-App purchases.,"
This module provides standard tools (account model, context manager and helpers)
to support In-App purchases inside Odoo. ","web, base_setup",True,True,False,addons/iap,__manifest__.py
product_margin,Margins by Products,15.0.1.0.0,Third-Party,Sales/Sales,Unknown,,"
Adds a reporting menu in products that computes sales, purchases, margins and other interesting indicators based on invoices.
=========================================================================",account,False,True,False,addons/product_margin,__manifest__.py
auth_password_policy_portal,Password Policy support for Signup,15.0.1.0.0,Third-Party,Tools,Unknown,,,"auth_password_policy, portal",True,True,False,addons/auth_password_policy_portal,__manifest__.py
hr_maintenance,Maintenance - HR,1.0,Third-Party,Human Resources,Unknown,"Equipments, Assets, Internal Hardware, Allocation Tracking","
        Bridge between HR and Maintenance.","hr, maintenance",True,True,False,addons/hr_maintenance,__manifest__.py
sale_purchase_stock,MTO Sale <-> Purchase,1.0,Third-Party,Hidden,Unknown,SO/PO relation in case of MTO,"
Add relation information between Sale Orders and Purchase Orders if Make to Order (MTO) is activated on one sold product.
","sale_stock, purchase_stock, sale_purchase",True,True,False,addons/sale_purchase_stock,__manifest__.py
l10n_co,Colombia - Accounting,0.8,Third-Party,Accounting/Localizations/Account Charts,David Arnold (XOE Solutions),,Colombian Accounting and Tax Preconfiguration,"account, base_address_city, account_debit_note, l10n_latam_base",False,True,False,addons/l10n_co,__manifest__.py
gift_card,Gift Card,1.0,Third-Party,Sales/Sales,Unknown,Use gift card,Integrate gift card mechanism,product,False,True,False,addons/gift_card,__manifest__.py
barcodes_gs1_nomenclature,Barcode - GS1 Nomenclature,1.0,Third-Party,Hidden,Unknown,Parse barcodes according to the GS1-128 specifications,,"barcodes, uom",False,True,False,addons/barcodes_gs1_nomenclature,__manifest__.py
website_mail,Website Mail,0.1,Third-Party,Hidden,Unknown,Website Module for Mail,"
Module holding mail improvements for website. It holds the follow widget.
","website, mail",True,True,False,addons/website_mail,__manifest__.py
l10n_ar,Argentina - Accounting,3.5,Third-Party,Accounting/Localizations/Account Charts,ADHOC SA,,"
Functional
----------

This module add accounting features for the Argentinean localization, which represent the minimal configuration needed for a company  to operate in Argentina and under the AFIP","l10n_latam_invoice_document, l10n_latam_base",False,True,False,addons/l10n_ar,__manifest__.py
l10n_in_edi,Indian - E-invoicing,1.03.00,Third-Party,Accounting/Localizations/EDI,Unknown,,"
Indian - E-invoicing
====================
To submit invoicing through API to the government.
We use ""Tera Software Limited"" as GSP

Step 1: First you need to create an API username and password in th","account_edi, l10n_in, iap",False,True,False,addons/l10n_in_edi,__manifest__.py
l10n_fi,Finnish Localization,13.0.1,Third-Party,Accounting/Localizations/Account Charts,"Avoin.Systems, Tawasta, Vizucom, Sprintit",,"
This is the Odoo module to manage the accounting in Finland.
============================================================

After installing this module, you'll have access to :
    * Finnish chart of","account, base_iban, base_vat",False,True,False,addons/l10n_fi,__manifest__.py
hr_org_chart,HR Org Chart,1.0,Third-Party,Hidden,Unknown,,"
Org Chart Widget for HR
=======================

This module extend the employee form with a organizational chart.
(N+1, N+2, direct subordinates)
        ",hr,True,True,False,addons/hr_org_chart,__manifest__.py
product_matrix,Product Matrix,1.0,Third-Party,Sales/Sales,Unknown,"
       Technical module: Matrix Implementation
    ","
Please refer to Sale Matrix or Purchase Matrix for the use of this module.
    ",account,False,True,False,addons/product_matrix,__manifest__.py
payment_buckaroo,Buckaroo Payment Acquirer,2.0,Third-Party,Accounting/Payment Acquirers,Unknown,Payment Acquirer: Buckaroo Implementation,Buckaroo Payment Acquirer,payment,False,True,True,addons/payment_buckaroo,__manifest__.py
auth_oauth,OAuth2 Authentication,15.0.1.0.0,Third-Party,Hidden/Tools,Unknown,,"
Allow users to login through OAuth2 Provider.
=============================================
","base, web, base_setup, auth_signup",False,True,False,addons/auth_oauth,__manifest__.py
l10n_syscohada,OHADA - Accounting,15.0.1.0.0,Third-Party,Accounting/Localizations/Account Charts,Baamtu Senegal,,"
This module implements the accounting chart for OHADA area.
===========================================================

It allows any company or association to manage its financial accounting.

Coun",account,False,True,False,addons/l10n_syscohada,__manifest__.py
payment,Payment Acquirer,2.0,Third-Party,Hidden,Unknown,Base Module for Payment Acquirers,Payment Acquirer Base Module,account,True,True,False,addons/payment,__manifest__.py
base_vat,VAT Number Validation,1.0,Third-Party,Accounting/Accounting,Unknown,,"
VAT validation for Partner's VAT numbers.
=========================================

After installing this module, values entered in the VAT field of Partners will
be validated for all supported coun",account,False,True,False,addons/base_vat,__manifest__.py
l10n_vn,Vietnam - Accounting,2.0.1,Third-Party,Accounting/Localizations/Account Charts,General Solutions,,"
This is the module to manage the accounting chart for Vietnam in Odoo.
=========================================================================

This module applies to companies based in Vietnamese ","account, base_iban, l10n_multilang",False,True,False,addons/l10n_vn,__manifest__.py
website_event_questions,Questions on Events,1.2,Third-Party,Marketing,Unknown,,Questions on Events,website_event,False,True,False,addons/website_event_questions,__manifest__.py
l10n_uk,United Kingdom - Accounting,1.0,Third-Party,Accounting/Localizations/Account Charts,SmartMode LTD,,"
This is the latest UK Odoo localisation necessary to run Odoo accounting for UK SME's with:
=================================================================================================
    - a C","account, base_iban, base_vat",False,True,False,addons/l10n_uk,__manifest__.py
l10n_mx,Mexico - Accounting,2.0,Third-Party,Accounting/Localizations/Account Charts,Vauxoo,,"
Minimal accounting configuration for Mexico.
============================================

This Chart of account is a minimal proposal to be able to use OoB the
accounting feature of Odoo.

This does",account,False,True,False,addons/l10n_mx,__manifest__.py
l10n_hu,Hungarian - Accounting,3.0,Core,Accounting/Localizations/Account Charts,Odoo S.A.,,"

Base module for Hungarian localization
==========================================

This module consists of:

 - Generic Hungarian chart of accounts
 - Hungarian taxes
 - Hungarian Bank information
 ",account,False,True,False,addons/l10n_hu,__manifest__.py
l10n_in_pos,Indian - Point of Sale,1.0,Third-Party,Accounting/Localizations/Point of Sale,Unknown,,GST Point of Sale,"l10n_in, point_of_sale",True,True,False,addons/l10n_in_pos,__manifest__.py
website_sale_delivery_mondialrelay,website_sale_delivery_mondialrelay,0.1,Third-Party,Website/Website,Unknown, Let's choose Point Relais® on your ecommerce ,"
        This module allow your customer to choose a Point Relais® and use it as shipping address.
    ","website_sale_delivery, delivery_mondialrelay",True,True,False,addons/website_sale_delivery_mondialrelay,__manifest__.py
website_forum,Forum,1.1,Third-Party,Website/Website,Unknown,Manage a forum with FAQ and Q&A,"
Ask questions, get answers, no distractions
        ","auth_signup, website_mail, website_profile",False,True,True,addons/website_forum,__manifest__.py
website_customer,Customer References,1.0,Third-Party,Website/Website,Unknown,Publish your customer references,"
Publish your customers as business references on your website to attract new potential prospects.
    ","website_crm_partner_assign, website_partner, website_google_map",False,True,False,addons/website_customer,__manifest__.py
website,Website,1.0,Third-Party,Website/Website,Unknown,Enterprise website builder,,"digest, web, web_editor, http_routing, portal, social_media, auth_signup, mail, google_recaptcha, utm",False,True,True,addons/website,__manifest__.py
website_sale_wishlist,Shopper's Wishlist,1.0,Core,Website/Website,Odoo SA,Allow shoppers to enlist products,"
Allow shoppers of your eCommerce store to create personalized collections of products they want to buy and save them for future reference.
    ",website_sale,False,True,False,addons/website_sale_wishlist,__manifest__.py
l10n_ua,Ukraine - Accounting,1.4,Third-Party,Accounting/Localizations/Account Charts,ERP Ukraine,,"
Ukraine - Chart of accounts.
============================
    ",account,False,True,False,addons/l10n_ua,__manifest__.py
l10n_hr,Croatia - Accounting (RRIF 2012),13.0,Core,Accounting/Localizations/Account Charts,OpenERP Croatian Community,,"
Croatian localisation.
======================

Author: Goran Kliska, Slobodni programi d.o.o., Zagreb
        https://www.slobodni-programi.hr

Contributions:
  Tomislav Bošnjaković, Storm Computers:",account,False,True,False,addons/l10n_hr,__manifest__.py
crm_sms,SMS in CRM,1.1,Third-Party,Sales/CRM,Unknown,Add SMS capabilities to CRM,,"crm, sms",True,True,False,addons/crm_sms,__manifest__.py
event,Events Organization,1.6,Third-Party,Marketing/Events,Unknown,"Trainings, Conferences, Meetings, Exhibitions, Registrations","
Organization and management of Events.
======================================

The event module allows you to efficiently organize events and all related tasks: planning, registration tracking,
atten","base_setup, mail, portal, utm",False,True,False,addons/event,__manifest__.py
test_mail,Mail Tests,1.0,Third-Party,Hidden,Unknown,Mail Tests: performances and tests specific to mail,"This module contains tests related to mail. Those are
present in a separate module as it contains models used only to perform
tests independently to functional aspects of other models. ","test_performance, mail",False,True,False,addons/test_mail,__manifest__.py
l10n_it,Italy - Accounting,0.3,Core,Accounting/Localizations/Account Charts,OpenERP Italian Community,,"
Piano dei conti italiano di un'impresa generica.
================================================

Italian accounting chart and localization.
    ","account, base_iban, base_vat",False,True,False,addons/l10n_it,__manifest__.py
crm,CRM,1.6,Third-Party,Sales/CRM,Unknown,Track leads and close opportunities,,"base_setup, sales_team, mail, calendar, resource, fetchmail, utm, web_tour, web_kanban_gauge, contacts, digest, phone_validation",False,True,True,addons/crm,__manifest__.py
sale_gift_card,Gift Card for sales module,1.0,Third-Party,Sales/Sales,Unknown,Use gift card in your sales orders,Integrate gift card mechanism in sales orders.,"gift_card, sale",True,True,False,addons/sale_gift_card,__manifest__.py
attachment_indexation,Attachments List and Document Indexation,2.1,Third-Party,Hidden/Tools,Unknown,,"
Attachments list and document indexation
========================================
* Show attachment on the top of the forms
* Document Indexation: odt, pdf, xlsx, docx

The `pdfminer.six` Python libr",web,False,True,False,addons/attachment_indexation,__manifest__.py
iap_crm,IAP / CRM,1.0,Third-Party,Hidden/Tools,Unknown,Bridge between IAP and CRM,Bridge between IAP and CRM,"crm, iap_mail",True,True,False,addons/iap_crm,__manifest__.py
l10n_account_edi_ubl_cii_tests,Testing the Import/Export invoices with UBL/CII,1.0,Third-Party,Hidden/Tests,Unknown,,"
    This module tests the module 'account_edi_ubl_cii', it is separated since dependencies to some 
    localizations were required. Its name begins with 'l10n' to not overload runbot.
    
    The t","l10n_generic_coa, account_edi_ubl_cii, l10n_fr, l10n_be, l10n_de, l10n_nl_edi",False,True,False,addons/l10n_account_edi_ubl_cii_tests,__manifest__.py
website_twitter,Twitter Snippet,1.0,Third-Party,Website/Website,Unknown,Twitter scroller snippet in website,"
This module adds a Twitter scroller building block to the website builder, so that you can display Twitter feeds on any page of your website.
    ",website,False,True,False,addons/website_twitter,__manifest__.py
test_mail_full,Mail Tests (Full),1.0,Third-Party,Hidden,Unknown,Mail Tests: performances and tests specific to mail with all sub-modules,"This module contains tests related to various mail features
and mail-related sub modules. Those tests are present in a separate module as it
contains models used only to perform tests independently to","test_mail, test_mass_mailing, mail, mail_bot, mass_mailing, mass_mailing_sms, phone_validation, sms",False,True,False,addons/test_mail_full,__manifest__.py
l10n_tw,Taiwan - Accounting,1.0,Core,Accounting/Localizations/Account Charts,Odoo PS,,"
This is the base module to manage the accounting chart for Taiwan in Odoo.
==============================================================================
    ","account, base_address_city, l10n_multilang",False,True,False,addons/l10n_tw,__manifest__.py
l10n_de_purchase,Germany - Purchase,15.0.1.0.0,Third-Party,Accounting/Localizations,Unknown,,,"l10n_de, purchase",True,True,False,addons/l10n_de_purchase,__manifest__.py
theme_default,Default Theme,1.0,Third-Party,Theme,Unknown,,Default website theme,website,False,True,False,addons/theme_default,__manifest__.py
l10n_ke_edi_tremol,Kenya Tremol Device EDI Integration,1.0,Core,Accounting/Localizations/EDI,Odoo,"
            Kenya Tremol Device EDI Integration
        ","
       This module integrates with the Kenyan G03 Tremol control unit device to the KRA through TIMS.
    ",l10n_ke,False,True,False,addons/l10n_ke_edi_tremol,__manifest__.py
crm_mail_plugin,CRM Mail Plugin,1.0,Third-Party,Sales/CRM,Unknown,Turn emails received in your mailbox into leads and log their content as internal notes.,Turn emails received in your mailbox into leads and log their content as internal notes.,"crm, mail_plugin",True,True,False,addons/crm_mail_plugin,__manifest__.py
test_base_automation,Test - Base Automation,1.0,Third-Party,Hidden,Unknown,Base Automation Tests: Ensure Flow Robustness,"This module contains tests related to base automation. Those are
present in a separate module as it contains models used only to perform
tests independently to functional aspects of other models.",base_automation,False,True,False,addons/test_base_automation,__manifest__.py
test_mass_mailing,Mass Mail Tests,1.0,Third-Party,Hidden,Unknown,Mass Mail Tests: feature and performance tests for mass mailing,"This module contains tests related to mass mailing. Those
are present in a separate module to use specific test models defined in
test_mail. ","test_mail, mass_mailing",False,True,False,addons/test_mass_mailing,__manifest__.py
project_account,Project Accounting,1.0,Third-Party,Services/account,Unknown,Project accounting,Bridge created to remove the profitability setting if the account module is installed,"project, account",True,True,False,addons/project_account,__manifest__.py
note_pad,Memos pad,0.1,Third-Party,Productivity/Notes,Unknown,"Sticky memos, Collaborative","
This module update memos inside Odoo for using an external pad
=================================================================

Use for update your text memo in real time with the following user th","mail, pad, note",True,True,False,addons/note_pad,__manifest__.py
website_event_meet_quiz,Quiz and Meet on community,1.0,Third-Party,Marketing/Events,Unknown,Quiz and Meet on community route,,"website_event_meet, website_event_track_quiz",True,True,False,addons/website_event_meet_quiz,__manifest__.py
l10n_ch,Switzerland - Accounting,11.0,Third-Party,Accounting/Localizations/Account Charts,Unknown,,"
Swiss localization
==================
This module defines a chart of account for Switzerland (Swiss PME/KMU 2015), taxes and enables the generation of ISR and QR-bill when you print an invoice or sen","account, l10n_multilang, base_iban",False,True,False,addons/l10n_ch,__manifest__.py
microsoft_outlook,Microsoft Outlook,1.0,Third-Party,Hidden,Unknown,,Outlook support for outgoing mail servers,mail,False,True,False,addons/microsoft_outlook,__manifest__.py
hr_timesheet_attendance,Timesheets/attendances reporting,1.0,Third-Party,Hidden,Unknown,,"
    Module linking the attendance module to the timesheet app.
    ","hr_timesheet, hr_attendance",True,True,False,addons/hr_timesheet_attendance,__manifest__.py
product_expiry,Products Expiration Date,15.0.1.0.0,Third-Party,Inventory/Inventory,Unknown,,"
Track different dates on products and production lots.
======================================================

Following dates can be tracked:
-------------------------------
    - end of life
    - ",stock,False,True,False,addons/product_expiry,__manifest__.py
l10n_de,Germany - Accounting,15.0.1.0.0,Third-Party,Accounting/Localizations,openbig.org,,"
Dieses  Modul beinhaltet einen deutschen Kontenrahmen basierend auf dem SKR03.
==============================================================================

German accounting chart and localization","account, base_iban, base_vat",False,True,False,addons/l10n_de,__manifest__.py
hw_drivers,Hardware Proxy,15.0.1.0.0,Third-Party,Hidden,Unknown,Connect the Web Client to Hardware Peripherals,"
Hardware Poxy
=============

This module allows you to remotely use peripherals connected to this server.

This modules only contains the enabling framework. The actual devices drivers
are found in o",,False,False,False,addons/hw_drivers,__manifest__.py
website_slides,eLearning,2.4,Third-Party,Website/eLearning,Unknown,Manage and publish an eLearning platform,"
Create Online Courses
=====================

Featuring

 * Integrated course and lesson management
 * Fullscreen navigation
 * Support Youtube videos, Google documents, PDF, images, web pages
 * Test","portal_rating, website, website_mail, website_profile",False,True,True,addons/website_slides,__manifest__.py
sale_mrp_margin,Sale Mrp Margin,0.1,Third-Party,Sales/Sales,Unknown,,Handle BoM prices to compute sale margin.,"sale_mrp, sale_stock_margin",False,True,False,addons/sale_mrp_margin,__manifest__.py
payment_alipay,Alipay Payment Acquirer,2.0,Third-Party,Accounting/Payment Acquirers,Unknown,Payment Acquirer: Alipay Implementation,Alipay Payment Acquirer,payment,False,True,True,addons/payment_alipay,__manifest__.py
account_edi_proxy_client,Proxy features for account_edi,1.0,Third-Party,Accounting/Accounting,Unknown,,"
This module adds generic features to register an Odoo DB on the proxy responsible for receiving data (via requests from web-services).
- An edi_proxy_user has a unique identification on a specific fo",account_edi,False,True,False,addons/account_edi_proxy_client,__manifest__.py
sale_crm,Opportunity to Quotation,1.0,Third-Party,Hidden,Unknown,,"
This module adds a shortcut on one or several opportunity cases in the CRM.
===========================================================================

This shortcut allows you to generate a sales o","sale_management, crm",True,True,False,addons/sale_crm,__manifest__.py
l10n_de_repair,Germany - Repair,15.0.1.0.0,Third-Party,Accounting/Localizations,Unknown,,,"l10n_de, repair",True,True,False,addons/l10n_de_repair,__manifest__.py
survey,Surveys,3.4,Third-Party,Marketing/Surveys,Unknown,Create surveys and analyze answers,"
Create beautiful surveys and visualize answers
==============================================

It depends on the answers or reviews of some questions by different users. A
survey may have multiple pa","auth_signup, http_routing, mail, web_tour, gamification",False,True,True,addons/survey,__manifest__.py
event_sms,SMS on Events,1.0,Third-Party,Marketing/Events,Unknown,,Schedule SMS in event management,"event, sms",True,True,False,addons/event_sms,__manifest__.py
mail_bot,OdooBot,1.2,Third-Party,Productivity/Discuss,Unknown,Add OdooBot in discussions,,mail,True,True,False,addons/mail_bot,__manifest__.py
l10n_gt,Guatemala - Accounting,3.0,Third-Party,Accounting/Localizations/Account Charts,José Rodrigo Fernández Menegazzo,,"
This is the base module to manage the accounting chart for Guatemala.
=====================================================================

Agrega una nomenclatura contable para Guatemala. También i","base, account",False,True,False,addons/l10n_gt,__manifest__.py
hr_holidays_attendance,HR Attendance Holidays,1.0,Third-Party,Human Resources,Unknown,Attendance Holidays,"
Convert employee's extra hours to leave allocations.
    ","hr_attendance, hr_holidays",True,True,False,addons/hr_holidays_attendance,__manifest__.py
account_qr_code_sepa,account_qr_code_sepa,0.1,Third-Party,Accounting/Payment,Unknown,,"
        This module adds support for SEPA Credit Transfer QR-code generation.
    ","account, base_iban",True,True,False,addons/account_qr_code_sepa,__manifest__.py
l10n_it_edi_sdicoop,Italy - E-invoicing (SdiCoop),0.3,Core,Accounting/Localizations/EDI,Odoo,,"
E-invoice implementation for Italy with the web-service. Ability to send and receive document from SdiCoop. Files sent by SdiCoop are first stored on the proxy
and then fetched by this module.
    ","l10n_it_edi, account_edi, account_edi_proxy_client",False,True,False,addons/l10n_it_edi_sdicoop,__manifest__.py
